101;10100;1;1000;0,064865
201;20100;1;1000;0,148854
301;30100;1;1000;0,201906
401;40100;1;1000;0,28285
501;50100;1;1000;0,341805
601;60100;1;1000;0,402958
701;70100;1;1000;0,488073
801;80100;1;1000;0,527086
901;90100;1;1000;0,591848
1001;100100;1;1000;0,66286
1101;110100;1;1000;0,758695
1201;120100;1;1000;0,818322
1301;130100;1;1000;0,836377
1401;140100;1;1000;0,364643
1501;150100;1;1000;0,382303
1601;160100;1;1000;0,410908
1701;170100;1;1000;0,44298
1801;180100;1;1000;0,462682
1901;190100;1;1000;0,489613
2001;200100;1;1000;0,536937
2101;210100;1;1000;0,553566
2201;220100;1;1000;0,577998
2301;230100;1;1000;0,607502
2401;240100;1;1000;0,63424
2501;250100;1;1000;0,665869
2601;260100;1;1000;0,689712
2701;270100;1;1000;0,712582
2801;280100;1;1000;0,745817
2901;290100;1;1000;0,768285
3001;300100;1;1000;0,802029
3101;310100;1;1000;0,831269
3201;320100;1;1000;0,856091
3301;330100;1;1000;0,905173
3401;340100;1;1000;0,90566
3501;350100;1;1000;0,958536
3601;360100;1;1000;0,970342
3701;370100;1;1000;1,052864
3801;380100;1;1000;1,066572
3901;390100;1;1000;1,030179
4001;400100;1;1000;1,04237
4101;410100;1;1000;1,091254
4201;420100;1;1000;1,121125
4301;430100;1;1000;1,16812
4401;440100;1;1000;1,167486
4501;450100;1;1000;1,198637
4601;460100;1;1000;1,217599
4701;470100;1;1000;1,2749
4801;480100;1;1000;1,295259
4901;490100;1;1000;1,333249
5001;500100;1;1000;1,367958
5101;510100;1;1000;1,38531
5201;520100;1;1000;1,426849
5301;530100;1;1000;1,428357
5401;540100;1;1000;1,487618
5501;550100;1;1000;1,587519
5601;560100;1;1000;1,568117
5701;570100;1;1000;1,567885
5801;580100;1;1000;1,589206
5901;590100;1;1000;1,610432
6001;600100;1;1000;1,644798
6101;610100;1;1000;1,66065
6201;620100;1;1000;1,672875
6301;630100;1;1000;1,726104
6401;640100;1;1000;1,750848
6501;650100;1;1000;1,774268
6601;660100;1;1000;1,810611
6701;670100;1;1000;1,843119
6801;680100;1;1000;1,861282
6901;690100;1;1000;1,892639
7001;700100;1;1000;1,923134
7101;710100;1;1000;1,954201
7201;720100;1;1000;1,976824
7301;730100;1;1000;1,977502
7401;740100;1;1000;2,024969
7501;750100;1;1000;2,068956
7601;760100;1;1000;2,103994
7701;770100;1;1000;2,122195
7801;780100;1;1000;2,156257
7901;790100;1;1000;2,150594
8001;800100;1;1000;2,181442
8101;810100;1;1000;2,202228
8201;820100;1;1000;2,303309
8301;830100;1;1000;2,305391
8401;840100;1;1000;2,317957
8501;850100;1;1000;2,324176
8601;860100;1;1000;2,350467
8701;870100;1;1000;2,376583
8801;880100;1;1000;2,451639
8901;890100;1;1000;2,476638
9001;900100;1;1000;2,499059
9101;910100;1;1000;2,524761
9201;920100;1;1000;2,592225
9301;930100;1;1000;2,617901
9401;940100;1;1000;2,624356
9501;950100;1;1000;2,641035
9601;960100;1;1000;2,698325
9701;970100;1;1000;2,708519
9801;980100;1;1000;2,736795
9901;990100;1;1000;2,795072
10001;1000100;1;1000;3,068437
